alpha,n_dim,n_cal,trial,method,noise_type,score_type,test_coverage,coverage_volume,coverage_max_length,runtime,correlation,correlation_structure,redraw_train_test,n_train,n_test
0.1,10,30,39,Point_CHR,Gaussian,absolute_residual,0.98,1596082808037.2883,43.86122334422965,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,39,Unscaled,Gaussian,absolute_residual,0.9575,33605961035223.953,22.52379842236626,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,39,Empirical_copula,Gaussian,absolute_residual,0.63875,9074199293.839512,24.712757675044205,0.0010073184967041016,0.0,equicorrelated,True,7200,800
0.1,10,30,40,TSCP_R,Gaussian,absolute_residual,0.96875,434284582738.84625,37.02488624791489,0.003003358840942383,0.0,equicorrelated,True,7200,800
0.1,10,30,40,Point_CHR,Gaussian,absolute_residual,0.995,27272938172922.293,55.431642740451174,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,40,Unscaled,Gaussian,absolute_residual,0.92625,13889908095934.549,20.619111029559715,0.0010001659393310547,0.0,equicorrelated,True,7200,800
0.1,10,30,40,Empirical_copula,Gaussian,absolute_residual,0.73375,22611552292.919987,32.68630633391799,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,41,TSCP_R,Gaussian,absolute_residual,0.79125,49549775601.00654,29.270268531063685,0.001985311508178711,0.0,equicorrelated,True,7200,800
0.1,10,30,41,Point_CHR,Gaussian,absolute_residual,0.94,2103459961715.9348,43.720244477758655,0.0009992122650146484,0.0,equicorrelated,True,7200,800
0.1,10,30,41,Unscaled,Gaussian,absolute_residual,0.97125,52707463693132.55,23.560646965704432,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,41,Empirical_copula,Gaussian,absolute_residual,0.6925,16793460270.268301,24.521648733576296,0.000997304916381836,0.0,equicorrelated,True,7200,800
0.1,10,30,42,TSCP_R,Gaussian,absolute_residual,0.8825,53615296238.9928,22.971848506713776,0.0030012130737304688,0.0,equicorrelated,True,7200,800
0.1,10,30,42,Point_CHR,Gaussian,absolute_residual,0.97875,463129856501.7785,31.748502301466765,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,42,Unscaled,Gaussian,absolute_residual,0.79625,1850714921994.5127,16.855201650767913,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,42,Empirical_copula,Gaussian,absolute_residual,0.64875,8201311230.822608,18.06857089554514,0.0009984970092773438,0.0,equicorrelated,True,7200,800
0.1,10,30,43,TSCP_R,Gaussian,absolute_residual,0.8975,79482957331.61115,31.44199774004787,0.004033327102661133,0.0,equicorrelated,True,7200,800
0.1,10,30,43,Point_CHR,Gaussian,absolute_residual,0.9425,266559756630.76718,43.80997056474985,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,43,Unscaled,Gaussian,absolute_residual,0.895,9643358969760.342,19.880295403929306,0.0009672641754150391,0.0,equicorrelated,True,7200,800
0.1,10,30,43,Empirical_copula,Gaussian,absolute_residual,0.70125,10554413492.023157,29.17724463161126,0.0010013580322265625,0.0,equicorrelated,True,7200,800
0.1,10,30,44,TSCP_R,Gaussian,absolute_residual,0.855,33566627779.64113,27.062178115096145,0.0030045509338378906,0.0,equicorrelated,True,7200,800
0.1,10,30,44,Point_CHR,Gaussian,absolute_residual,0.83125,24938194099.725765,25.37168476361853,0.0009984970092773438,0.0,equicorrelated,True,7200,800
0.1,10,30,44,Unscaled,Gaussian,absolute_residual,0.92125,12724007892815.283,20.439129390578493,0.0,0.0,equicorrelated,True,7200,800
0.1,10,30,44,Empirical_copula,Gaussian,absolute_residual,0.6625,5919465770.50639,24.247849041455375,0.0,0.0,equicorrelated,True,7200,800
