alpha,n_dim,n_cal,method,noise_type,coordinate,score_type,redraw_train_test,n_train,n_test,n_trials,coordinate_length_avg,coordinate_length_1std,coordinate_length_median
0.1,10,100,Empirical_copula,Gaussian,8,absolute_residual,True,7200,800,200,7.306325230427789,0.8371558595179454,7.226046480848204
0.1,10,100,Empirical_copula,Gaussian,9,absolute_residual,True,7200,800,200,4.810755045436114,0.5819719184582794,4.789841231006579
0.1,10,100,Empirical_copula,Gaussian,10,absolute_residual,True,7200,800,200,2.4183190620639285,0.283679007904659,2.389144642139231
0.1,10,100,Point_CHR,Gaussian,1,absolute_residual,True,7200,800,200,29.9008990486934,5.865975782610811,28.626540732169442
0.1,10,100,Point_CHR,Gaussian,2,absolute_residual,True,7200,800,200,26.26267484849807,4.2235465909312735,26.00924283844016
0.1,10,100,Point_CHR,Gaussian,3,absolute_residual,True,7200,800,200,23.445929617235496,4.199673824439336,23.24435698699866
0.1,10,100,Point_CHR,Gaussian,4,absolute_residual,True,7200,800,200,20.537302024540235,3.767316033665405,20.119975940759083
0.1,10,100,Point_CHR,Gaussian,5,absolute_residual,True,7200,800,200,17.581933875952405,3.1336071852634606,17.45562713980172
0.1,10,100,Point_CHR,Gaussian,6,absolute_residual,True,7200,800,200,14.970652804818958,2.2722201359485,14.916662604568538
0.1,10,100,Point_CHR,Gaussian,7,absolute_residual,True,7200,800,200,11.850875853359799,2.0718030226260313,11.526878005630802
0.1,10,100,Point_CHR,Gaussian,8,absolute_residual,True,7200,800,200,8.922918308180531,1.3483100782989623,8.869704253333214
0.1,10,100,Point_CHR,Gaussian,9,absolute_residual,True,7200,800,200,5.9999861316214576,1.0977875172813967,5.8672428171676145
0.1,10,100,Point_CHR,Gaussian,10,absolute_residual,True,7200,800,200,2.9658392799422897,0.5272125827614214,2.865631522808618
0.1,10,100,TSCP_R,Gaussian,1,absolute_residual,True,7200,800,200,29.438070752652497,3.775983827206753,29.2548442429104
0.1,10,100,TSCP_R,Gaussian,2,absolute_residual,True,7200,800,200,26.320325786468082,3.3305290526691107,25.788996087088908
