alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length,redraw_train_test,n_train,n_test
0.1,3,30,9,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.677413338633253,14.90251781576143,40.482448970156085,True,2400,600
0.1,3,30,9,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.904235150430833,14.90251781576143,35.70927078195372,True,2400,600
0.1,3,30,9,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.639223269438425,14.902517815682824,40.44425890080408,True,2400,600
0.1,3,30,9,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.677413338633253,13.10098322830806,36.87937979524934,True,2400,600
0.1,3,30,9,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.904235150430833,6.118303762610147,18.14084267565113,True,2400,600
0.1,3,30,10,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.100651812414263,14.967072602840615,40.03479701809529,True,2400,600
0.1,3,30,10,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.745385792916226,23.62702359588245,57.999432984681164,True,2400,600
0.1,3,30,10,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.982879450747907,12.163240591199244,30.30936063314642,True,2400,600
0.1,3,30,10,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.100651812414263,9.204857749420514,28.510367311255305,True,2400,600
0.1,3,30,10,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.745385792916226,12.174509233389974,35.09440425969617,True,2400,600
0.1,3,30,10,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.982879450747907,5.6290181177921905,17.240915686332283,True,2400,600
0.1,3,30,10,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.100651812414263,10.307353515744005,30.715358843902298,True,2400,600
0.1,3,30,10,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.745385792916226,10.307353515744005,31.360092824404266,True,2400,600
0.1,3,30,10,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.982879450747907,10.307353515744005,26.597586482235915,True,2400,600
0.1,3,30,10,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.100651812414263,6.589664846543046,23.279981505500345,True,2400,600
0.1,3,30,10,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.745385792916226,10.460901250320049,31.667188293556308,True,2400,600
0.1,3,30,10,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.982879450747907,3.3950775367688166,12.77303452428554,True,2400,600
0.1,3,30,11,CQHR,Gaussian,cqr,native,0.5,0.0,1,9.934359258459468,22.827738497631827,55.589836253723405,True,2400,600
0.1,3,30,11,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.367294441716757,47.12464868698166,104.61659181568004,True,2400,600
0.1,3,30,11,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.89947308153145,22.70391240428573,51.30729789010289,True,2400,600
0.1,3,30,11,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,9.934359258459468,14.282968546735736,38.50029635193091,True,2400,600
0.1,3,30,11,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.367294441716757,13.110291409596705,36.58787726091017,True,2400,600
0.1,3,30,11,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.89947308153145,7.171367906354807,20.24220889424106,True,2400,600
0.1,3,30,11,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,9.934359258459468,12.460845788012007,34.856050834483476,True,2400,600
0.1,3,30,11,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.367294441716757,12.460845788012007,35.28898601774073,True,2400,600
0.1,3,30,11,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.89947308153145,12.460845788012007,30.821164657555485,True,2400,600
0.1,3,30,11,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,9.934359258459468,11.787692934901251,33.509745128261955,True,2400,600
0.1,3,30,11,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.367294441716757,12.460845787974927,35.28898601766657,True,2400,600
0.1,3,30,11,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.89947308153145,6.23064475562388,18.360762592779217,True,2400,600
0.1,3,30,12,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.315135290826754,18.94577723221547,48.20668975525806,True,2400,600
0.1,3,30,12,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.867649720305211,46.47068871321937,103.80902714674397,True,2400,600
0.1,3,30,12,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.94293756144622,18.71790466244822,43.37874688634274,True,2400,600
0.1,3,30,12,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.315135290826754,15.143477391175285,40.60209007317731,True,2400,600
0.1,3,30,12,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.867649720305211,13.884437191116092,38.636524102537386,True,2400,600
0.1,3,30,12,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.94293756144622,8.021930406804458,21.986798375055177,True,2400,600
0.1,3,30,12,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.315135290826754,11.147847811410589,32.61083091364793,True,2400,600
0.1,3,30,12,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.867649720305211,11.147847811410589,33.16334534312641,True,2400,600
0.1,3,30,12,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.94293756144622,11.147847811410589,28.238633184267417,True,2400,600
0.1,3,30,12,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.315135290826754,11.147847811387866,32.61083091360249,True,2400,600
0.1,3,30,12,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.867649720305211,10.75844149750294,32.38453271531107,True,2400,600
0.1,3,30,12,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.94293756144622,7.2938543455827,20.530646252611614,True,2400,600
0.1,3,30,13,CQHR,Gaussian,cqr,native,0.5,0.0,1,9.809583182109314,16.75406594846321,43.317715079035786,True,2400,600
0.1,3,30,13,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.520677331526352,30.56324663319546,71.64717059791722,True,2400,600
0.1,3,30,13,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.8813372996613085,15.184489479194811,36.25031625805095,True,2400,600
0.1,3,30,13,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,9.809583182109314,8.525602446625605,26.860788075360514,True,2400,600
0.1,3,30,13,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.520677331526352,11.876228524226002,34.27313437997835,True,2400,600
0.1,3,30,13,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.8813372996613085,5.948135256504107,17.777607812669515,True,2400,600
0.1,3,30,13,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,9.809583182109314,9.23911707880049,28.287817339710262,True,2400,600
0.1,3,30,13,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.520677331526352,9.23911707880049,28.99891148912733,True,2400,600
0.1,3,30,13,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.8813372996613085,9.23911707880049,24.359571457262284,True,2400,600
0.1,3,30,13,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,9.809583182109314,6.991447485819048,23.79247815374743,True,2400,600
0.1,3,30,13,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.520677331526352,10.785178250250699,32.091033832027726,True,2400,600
0.1,3,30,13,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.8813372996613085,5.426999824508545,16.735336948678412,True,2400,600
0.1,3,30,14,CQHR,Gaussian,cqr,native,0.5,0.0,1,10.28080296806084,59.279449571910384,128.8397021118816,True,2400,600
0.1,3,30,14,CQHR,Gaussian,cqr,native,0.5,0.0,2,10.688134343707071,125.15652464369325,261.0011836310932,True,2400,600
0.1,3,30,14,CQHR,Gaussian,cqr,native,0.5,0.0,3,5.782491298597311,58.941976757052146,123.66644481270136,True,2400,600
0.1,3,30,14,TSCP_R,Gaussian,cqr,capped,0.5,0.0,1,10.28080296806084,17.342781098069775,44.966365164200404,True,2400,600
0.1,3,30,14,TSCP_R,Gaussian,cqr,capped,0.5,0.0,2,10.688134343707071,16.107244561672672,42.90262346705243,True,2400,600
0.1,3,30,14,TSCP_R,Gaussian,cqr,capped,0.5,0.0,3,5.782491298597311,11.559391046290783,28.90127339117891,True,2400,600
0.1,3,30,14,Unscaled,Gaussian,cqr,raw,0.5,0.0,1,10.28080296806084,14.410858262261204,39.10251949258326,True,2400,600
0.1,3,30,14,Unscaled,Gaussian,cqr,raw,0.5,0.0,2,10.688134343707071,14.410858262261204,39.50985086822944,True,2400,600
0.1,3,30,14,Unscaled,Gaussian,cqr,raw,0.5,0.0,3,5.782491298597311,14.410858262261204,34.60420782311966,True,2400,600
0.1,3,30,14,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,1,10.28080296806084,15.160511326447711,40.60182562095631,True,2400,600
0.1,3,30,14,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,2,10.688134343707071,13.602639414496242,37.893413172699546,True,2400,600
0.1,3,30,14,Empirical_copula,Gaussian,cqr,raw,0.5,0.0,3,5.782491298597311,7.960614606649411,21.70372051189612,True,2400,600
