alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,test_coverage,coverage_volume,coverage_max_length,reference_adjustment,runtime
0.1,3,100,19,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.875,2508.887179082071,15.658332651298263,,0.0
0.1,3,100,19,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8883333333333333,3276.285752816589,15.268148073423985,,0.0
0.1,3,100,19,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8683333333333333,2357.700057558568,15.614345403175646,,0.0009877681732177734
0.1,3,100,20,CQHR,Gaussian,cqr,native,0.5,300.0,0.8883333333333333,79669.66350690449,34.216716569387884,11.051250982884048,0.0
0.1,3,100,20,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.88,2617.0628222657174,15.96971003181318,,0.0009989738464355469
0.1,3,100,20,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.88,2617.0628222657174,15.96971003181318,,0.0
0.1,3,100,20,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.8783333333333333,2830.1067313107988,14.386566028168158,,0.0
0.1,3,100,20,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8316666666666667,2297.9499227845495,17.709847025742143,,0.0
0.1,3,100,21,CQHR,Gaussian,cqr,native,0.5,300.0,0.8966666666666666,40065.96362050608,32.024426545313574,11.225386993169863,0.0
0.1,3,100,21,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.8383333333333334,2051.8147677765496,15.063384801451205,,0.0009999275207519531
0.1,3,100,21,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.8383333333333334,2051.8147677765496,15.063384801451205,,0.0
0.1,3,100,21,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.815,2071.894147135259,12.928883425779505,,0.0
0.1,3,100,21,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8216666666666667,1811.3433799103718,15.50507526199365,,0.0009992122650146484
0.1,3,100,22,CQHR,Gaussian,cqr,native,0.5,300.0,0.855,58965.07289791749,28.47752735369384,9.565217493779368,0.0010416507720947266
0.1,3,100,22,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.9333333333333333,3904.9208821125585,20.387969716456453,,0.0009875297546386719
0.1,3,100,22,TSCP_GWC,Gaussian,cqr,shifted,0.5,300.0,0.9333333333333333,3904.9208821125585,20.387969716456453,,0.0
0.1,3,100,22,Unscaled,Gaussian,cqr,raw,0.5,300.0,0.94,4618.43085696522,17.079296664516576,,0.0
0.1,3,100,22,Empirical_copula,Gaussian,cqr,raw,0.5,300.0,0.8933333333333333,2831.5163103624723,18.65214824642711,,0.001003265380859375
0.1,3,100,23,CQHR,Gaussian,cqr,native,0.5,300.0,0.915,41790.63502182353,34.365735037962835,13.219926291410973,0.0
0.1,3,100,23,TSCP_R,Gaussian,cqr,shifted,0.5,300.0,0.97,6072.554379743273,20.60077653903459,,0.00099945068359375
