alpha,n_dim,n_cal,trial,method,noise_type,score_type,score_transform,base_interval_alpha,shift_constant,coordinate,coordinate_base_length,coordinate_adjustment,coordinate_length
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,2,1.0456077565996478,4.570083720939481,10.18577519847861
0.1,3,100,5,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,3,0.9438754367144863,3.8112929488945664,8.566461334503614
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.9,0.0,1,1.1958867507143562,22.393718776039815,45.98332430279371
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.9,0.0,2,1.1080787494233064,57.10725042652239,115.32257960246815
0.1,3,100,6,CQHR,Gaussian,cqr,native,0.9,0.0,3,0.9199063637819976,54.93495336857183,110.78981310092577
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.9,0.0,1,1.1958867507143562,8.144110721984303,17.484108194682957
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.9,0.0,2,1.1080787494233064,7.5015703805207465,16.1112195104648
0.1,3,100,6,TSCP_R,Gaussian,cqr,capped,0.9,0.0,3,0.9199063637819976,4.866198574013556,10.652303511809125
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.9,0.0,1,1.1958867507143562,6.1426771384533465,13.481241027621035
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.9,0.0,2,1.1080787494233064,6.1426771384533465,13.393433026330003
0.1,3,100,6,Unscaled,Gaussian,cqr,raw,0.9,0.0,3,0.9199063637819976,6.1426771384533465,13.205260640688689
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,1,1.1958867507143562,7.383716358538518,15.9633194677914
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,2,1.1080787494233064,6.457012401921579,14.022103553266462
0.1,3,100,6,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,3,0.9199063637819976,5.210986161561964,11.34187868690592
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.9,0.0,1,1.1454740497878824,14.605587913835512,30.356649877458878
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.9,0.0,2,1.11298951876854,63.59337083086036,128.2997311804893
0.1,3,100,7,CQHR,Gaussian,cqr,native,0.9,0.0,3,0.9196236689194954,38.71977631435052,78.35917629762056
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.9,0.0,1,1.1454740497878824,7.439512079734692,16.02449820925727
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.9,0.0,2,1.11298951876854,6.95579306523596,15.024575649240454
0.1,3,100,7,TSCP_R,Gaussian,cqr,capped,0.9,0.0,3,0.9196236689194954,3.702879118695021,8.325381906309536
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.9,0.0,1,1.1454740497878824,6.383902737859763,13.913279525507402
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.9,0.0,2,1.11298951876854,6.383902737859763,13.880794994488076
0.1,3,100,7,Unscaled,Gaussian,cqr,raw,0.9,0.0,3,0.9196236689194954,6.383902737859763,13.687429144639015
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,1,1.1454740497878824,6.811184721181771,14.767843492151435
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,2,1.11298951876854,5.900053267569543,12.913096053907621
0.1,3,100,7,Empirical_copula,Gaussian,cqr,raw,0.9,0.0,3,0.9196236689194954,4.203235692331091,9.326095053581685
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.9,0.0,1,1.1602957123893993,41.504901029658164,84.17009777170624
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.9,0.0,2,1.108176592251488,151.4186621987513,303.9455009897542
0.1,3,100,8,CQHR,Gaussian,cqr,native,0.9,0.0,3,0.9190330537063788,152.23939022808875,305.39781350988363
0.1,3,100,8,TSCP_R,Gaussian,cqr,capped,0.9,0.0,1,1.1602957123893993,7.9045708465918905,16.969437405573185
