alpha,n_dim,n_cal,trial,method,noise_type,score_type,coordinate,coordinate_length,correlation,correlation_structure
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,8,5.282069746284215,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,9,3.883263124363868,0.0,equicorrelated
0.1,10,10,5,Empirical_copula,Gaussian,absolute_residual,10,1.650552103337338,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,1,44.13553290451575,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,2,28.491319497358504,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,3,24.40940595112398,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,4,25.22636977797908,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,5,20.08266346091176,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,6,17.444045160695744,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,7,20.954206145184077,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,8,8.81635915681832,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,9,8.15941827319638,0.0,equicorrelated
0.1,10,10,6,TSCP_R,Gaussian,absolute_residual,10,6.548367442755706,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,1,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,2,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,3,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,4,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,5,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,6,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,7,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,8,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,9,inf,0.0,equicorrelated
0.1,10,10,6,Point_CHR,Gaussian,absolute_residual,10,inf,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,1,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,2,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,3,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,4,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,5,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,6,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,7,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,8,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,9,20.346186777732058,0.0,equicorrelated
0.1,10,10,6,Unscaled,Gaussian,absolute_residual,10,20.346186777732058,0.0,equicorrelated
