dataset,trial,n_cal,n_test,n_dim,alpha,fallback,any_backward,backward_coordinates,binary_coordinates,binary_candidates,backward_candidates,regime,runtime_ms,zero_scale_coordinates,fit_seconds
student,126,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5994,0,0.6785549998749048
student,127,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6565,0,0.6609008000232279
student,128,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6534,0,0.6877015000209212
student,129,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5721,0,0.6996027999557555
student,130,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6693,0,0.7368624000810087
student,131,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5886,0,0.673307599965483
student,132,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5399,0,0.646197099937126
student,133,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5734,0,0.6974045999813825
student,134,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6355,0,0.6553040000144392
student,135,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5869,0,0.6305039001163095
student,136,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6392,0,0.6807801001705229
student,137,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6759,0,0.6405689001549035
student,138,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5979,0,0.654639899963513
student,139,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5595,0,0.6797381998039782
student,140,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6342,0,0.6505595000926405
student,141,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.5783,0,0.690661400090903
student,142,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6387,0,0.6553971997927874
student,143,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6865,0,0.6910647000186145
student,144,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.6008,0,0.6870562999974936
student,145,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6528,0,0.641324199968949
student,146,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6311,0,0.6878728999290615
student,147,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.9088,0,0.6768654000479728
student,148,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5374,0,0.6694135998841375
student,149,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5881,0,0.685115700121969
student,150,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6456,0,0.6779074999503791
student,151,32,131,3,0.1,0,0,0,3,15,0,binary_only,1.3914,0,0.6488993000239134
student,152,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5664,0,0.6869989999104291
student,153,32,131,3,0.1,0,0,0,3,14,0,binary_only,0.5105,0,0.7143157999962568
student,154,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6032,0,0.6440064001362771
student,155,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6897,0,0.6513689998537302
student,156,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6425,0,0.6784075999166816
student,157,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6519,0,0.6597474999725819
student,158,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6559,0,0.6681256000883877
student,159,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6491,0,0.6714713999535888
student,160,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6441,0,0.7030144999735057
student,161,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.7309,0,0.6677250999491662
student,162,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5103,0,0.6912087998352945
student,163,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5626,0,0.6671730000525713
student,164,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6038,0,0.6732384997885674
student,165,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5666,0,0.6560370998922735
student,166,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6774,0,0.6529041000176221
student,167,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.644,0,0.6655425999779254
student,168,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5619,0,0.6810852999333292
student,169,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6504,0,0.6454224998597056
student,170,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5845,0,0.6135422999504954
student,171,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.622,0,0.7101310000289232
student,172,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5692,0,0.6495941998437047
student,173,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5902,0,0.644821000052616
student,174,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6764,0,0.6575116000603884
student,175,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5872,0,0.6804698000196368
student,176,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6656,0,0.6864982999395579
student,177,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6529,0,0.6733802000526339
student,178,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6454,0,0.6943440998438746
student,179,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6831,0,0.6494762001093477
student,180,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6564,0,0.6984908001031727
student,181,32,131,3,0.1,0,0,0,3,16,0,binary_only,0.6198,0,0.7161381000187248
student,182,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5607,0,0.687057200120762
student,183,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6232,0,0.665413600159809
student,184,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6274,0,0.6711160999257118
student,185,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6456,0,0.6340884000528604
student,186,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.7188,0,0.6841788000892848
student,187,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5175,0,0.6496057999320328
student,188,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5955,0,0.6762337998952717
student,189,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6345,0,0.7071986999362707
student,190,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6444,0,0.6227917999494821
student,191,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6534,0,0.6731050999369472
student,192,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5829,0,0.6657031001523137
student,193,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6318,0,0.6829894001130015
student,194,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5354,0,0.655235500074923
student,195,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6254,0,0.6562954001128674
student,196,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.6116,0,0.6652349999640137
student,197,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5839,0,0.675905599957332
student,198,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.5766,0,0.6588773000985384
student,199,32,131,3,0.1,0,0,0,3,15,0,binary_only,0.582,0,0.6489129001274705
